"","open","high","low","close","volume","adjusted_close"
"2014-09-14",1.2544,1.2583,1.25233,1.25424,0,1.25424
"2014-09-15",1.25393,1.2558,1.2486,1.254,0,1.254
"2014-09-16",1.255,1.2615,1.2547,1.2551,0,1.2551
"2014-09-17",1.2659,1.2724,1.26357,1.2659,0,1.2659
"2014-09-18",1.2712,1.2802,1.2696,1.2722,0,1.2722
"2014-09-21",1.2702,1.2742,1.27,1.27062,0,1.27062
"2014-09-22",1.2737,1.2751,1.2675,1.2737,0,1.2737
"2014-09-23",1.2759,1.2797,1.27344,1.2755,0,1.2755
"2014-09-24",1.2774,1.2843,1.2767,1.2772,0,1.2772
"2014-09-25",1.2803,1.2819,1.2781,1.2802,0,1.2802
"2014-09-28",1.281,1.2814,1.2773,1.2814,0,1.2814
"2014-09-29",1.2797,1.28722,1.2791,1.2798,0,1.2798
"2014-09-30",1.2836,1.2872,1.28269,1.28361,0,1.28361
"2014-10-01",1.2824,1.2834,1.2735,1.2824,0,1.2824
"2014-10-02",1.2751,1.2782,1.272,1.27515,0,1.27515
"2014-10-05",1.2755,1.277,1.2719,1.2754,0,1.2754
"2014-10-06",1.27101,1.27554,1.2706,1.27074,0,1.27074
"2014-10-07",1.2702,1.2721,1.2661,1.26989,0,1.26989
"2014-10-08",1.26865,1.2728,1.2667,1.2684,0,1.2684
"2014-10-09",1.2703,1.2705,1.2664,1.27015,0,1.27015
"2014-10-12",1.273,1.2732,1.2659,1.27293,0,1.27293
"2014-10-13",1.2627,1.2646,1.2561,1.2626,0,1.2626
"2014-10-14",1.25673,1.2599,1.2477,1.25713,0,1.25713
"2014-10-15",1.247,1.2578,1.2456,1.24671,0,1.24671
"2014-10-16",1.2568,1.2614,1.2529,1.2567,0,1.2567
"2014-10-19",1.262,1.265,1.2608,1.262,0,1.262
"2014-10-20",1.2626,1.2691,1.25902,1.2625,0,1.2625
"2014-10-21",1.267,1.2699,1.2617,1.2671,0,1.2671
"2014-10-22",1.2689,1.2702,1.2631,1.26889,0,1.26889
"2014-10-23",1.2668,1.27,1.2656,1.2668,0,1.2668
"2014-10-27",1.2691,1.2717,1.2666,1.26908,0,1.26908
"2014-10-28",1.2692,1.2699,1.267,1.2692,0,1.2692
"2014-10-29",1.267,1.2674,1.2642,1.2671,0,1.2671
"2014-10-30",1.2667,1.2718,1.265,1.2668,0,1.2668
"2014-10-31",1.2687,1.278,1.26849,1.2686,0,1.2686
"2014-11-03",1.2773,1.2818,1.276,1.27736,0,1.27736
"2014-11-04",1.2786,1.2797,1.2736,1.2785,0,1.2785
"2014-11-05",1.2749,1.2797,1.2713,1.2749,0,1.2749
"2014-11-06",1.2792,1.28181,1.2714,1.27909,0,1.27909
"2014-11-07",1.2795,1.2799,1.2736,1.27929,0,1.27929
"2014-11-10",1.2743,1.2763,1.2719,1.2745,0,1.2745
"2014-11-11",1.2753,1.2782,1.27419,1.2752,0,1.2752
"2014-11-12",1.2762,1.2814,1.2675,1.27622,0,1.27622
"2014-11-13",1.2685,1.2685,1.2601,1.2685,0,1.2685
"2014-11-14",1.25855,1.2601,1.25295,1.25851,0,1.25851
"2014-11-17",1.2511,1.2561,1.2495,1.2513,0,1.2513
"2014-11-18",1.25573,1.2558,1.24798,1.2561,0,1.2561
"2014-11-19",1.24664,1.2515,1.2439,1.2469,0,1.2469
"2014-11-20",1.24959,1.2538,1.2458,1.2496,0,1.2496
"2014-11-21",1.2509,1.2632,1.2494,1.2509,0,1.2509
"2014-11-24",1.2643,1.2647,1.2602,1.2645,0,1.2645
"2014-11-25",1.2624,1.2629,1.2591,1.26232,0,1.26232
"2014-11-26",1.2596,1.2659,1.2578,1.2595,0,1.2595
"2014-11-27",1.2625,1.2645,1.2596,1.2624,0,1.2624
"2014-11-28",1.2621,1.2635,1.25446,1.262,0,1.262
"2014-12-01",1.2556,1.2617,1.25345,1.25496,0,1.25496
"2014-12-02",1.2615,1.264,1.2589,1.2617,0,1.2617
"2014-12-03",1.2629,1.275,1.2624,1.26289,0,1.26289
"2014-12-04",1.2742,1.2753,1.2622,1.2741,0,1.2741
"2014-12-05",1.2657,1.2731,1.2621,1.2657,0,1.2657
"2014-12-08",1.266,1.2745,1.2657,1.266,0,1.266
"2014-12-09",1.2706,1.2715,1.2607,1.27075,0,1.27075
"2014-12-10",1.266,1.268,1.2628,1.266,0,1.266
"2014-12-11",1.2618,1.2678,1.2467,1.2621,0,1.2621
"2014-12-12",1.2682,1.2698,1.2593,1.2683,0,1.2683
"2014-12-15",1.2616,1.2644,1.2561,1.2614,0,1.2614
"2014-12-16",1.25663,1.2589,1.2493,1.2571,0,1.2571
"2014-12-17",1.2579,1.2636,1.25698,1.2581,0,1.2581
"2014-12-18",1.2623,1.27579,1.2622,1.26203,0,1.26203
"2014-12-19",1.2748,1.2768,1.2722,1.2748,0,1.2748
"2014-12-22",1.2782,1.2783,1.2722,1.2782,0,1.2782
"2014-12-23",1.2743,1.2757,1.2709,1.2744,0,1.2744
"2014-12-24",1.27455,1.2755,1.27109,1.27462,0,1.27462
"2014-12-25",1.2744,1.27493,1.2722,1.2748,0,1.2748
"2014-12-26",1.2742,1.2783,1.2729,1.2739,0,1.2739
"2014-12-29",1.2777,1.2783,1.2731,1.2778,0,1.2778
"2014-12-30",1.2763,1.2791,1.2747,1.2763,0,1.2763
"2014-12-31",1.2797,1.2881,1.2789,1.2798,0,1.2798
"2015-01-01",1.2872,1.2872,1.2872,1.2872,0,1.2872
"2015-01-02",1.2887,1.2909,1.2792,1.2885,0,1.2885
"2015-01-05",1.2793,1.2817,1.2745,1.2794,0,1.2794
"2015-01-06",1.27784,1.2786,1.2726,1.278,0,1.278
"2015-01-07",1.2747,1.2793,1.2731,1.27446,0,1.27446
"2015-01-08",1.27625,1.2809,1.273,1.2763,0,1.2763
"2015-01-09",1.2792,1.2836,1.27774,1.279,0,1.279
"2015-01-12",1.2798,1.2841,1.2767,1.2794,0,1.2794
"2015-01-13",1.2822,1.289,1.277,1.2821,0,1.2821
